project,id,mutant,toolASTDifferencing,toolCosine,toolStringDistance,toolVariable,toolSyntax,toolSemantic,s3tool,capgentool,correct
JacksonDatabind,107,mutant-3,7.0,0.6150998205402495,4.0,0.0,0.2894736842105263,0.028169014084507043,11.61509982054025,0.0,FALSE
JacksonDatabind,107,mutant-4,5.0,0.18350341907227385,0.0,1.0,0.7912087912087912,0.5333333333333333,5.183503419072274,0.421978021978022,FALSE
JacksonDatabind,107,mutant-5,3.0,0.0,0.0,1.0,0.8085106382978723,0.9154929577464789,3.0,0.7401857956248127,FALSE
JacksonDatabind,107,mutant-6,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,FALSE
JacksonDatabind,107,mutant-7,1.0,0.0,1.0,0.5,1.0,1.0,2.0,0.5,FALSE
JacksonDatabind,107,mutant-8,2.0,0.25,1.0,0.5,0.7361111111111112,0.15789473684210525,3.25,0.0581140350877193,FALSE
JacksonDatabind,107,mutant-9,5.0,0.18350341907227385,0.0,1.0,0.7912087912087912,1.0,5.183503419072274,0.7912087912087912,FALSE
JacksonDatabind,108,mutant-1,17.0,0.0,0.0,1.0,0.21428571428571427,0.14705882352941177,17.0,0.031512605042016806,FALSE
JacksonDatabind,108,mutant-2,6.0,0.29289321881345254,2.0,0.5,0.9,0.36363636363636365,8.292893218813452,0.16363636363636364,FALSE
JacksonDatabind,110,mutant-1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,FALSE
JacksonDatabind,13,mutant-1,6.0,0.0,0.0,1.0,0.7142857142857143,1.0,6.0,0.7142857142857143,FALSE
JacksonDatabind,14,mutant-1,21.0,0.009223074778376472,5.0,0.8787878787878788,0.8074766355140187,0.7507082152974505,26.009223074778376,0.5327030598270439,FALSE
JacksonDatabind,14,mutant-10,9.0,0.11696780318699918,0.0,1.0,1.0,1.0,9.116967803186999,1.0,FALSE
JacksonDatabind,14,mutant-11,7.0,0.25,2.0,0.3333333333333333,0.6078431372549019,0.3333333333333333,9.25,0.06753812636165576,FALSE
JacksonDatabind,14,mutant-12,5.0,0.07282735005446928,0.0,1.0,0.8901098901098901,0.78,5.072827350054469,0.6942857142857143,FALSE
JacksonDatabind,14,mutant-13,9.0,0.39595955030737806,3.0,0.2,0.7535211267605634,0.18181818181818182,12.395959550307378,0.02740076824583867,FALSE
JacksonDatabind,14,mutant-14,9.0,0.1274971282217684,1.0,0.8,0.7230769230769231,0.3181818181818182,10.12749712822177,0.18405594405594405,FALSE
JacksonDatabind,14,mutant-15,10.0,0.670085560463071,4.0,0.0,0.09259259259259259,0.00847457627118644,14.670085560463072,0.0,FALSE
JacksonDatabind,14,mutant-16,7.0,0.5482588173527996,5.0,0.0,0.11940298507462686,0.0,12.5482588173528,0.0,FALSE
JacksonDatabind,14,mutant-17,10.0,0.670085560463071,4.0,0.0,0.09259259259259259,1.0,14.670085560463072,0.0,FALSE
JacksonDatabind,14,mutant-18,5.0,0.07282735005446928,0.0,1.0,0.8901098901098901,0.78,5.072827350054469,0.6942857142857143,FALSE
JacksonDatabind,14,mutant-19,2.0,0.5,1.0,0.0,1.0,1.0,3.5,0.0,FALSE
JacksonDatabind,14,mutant-2,7.0,0.0,0.0,1.0,0.5352112676056338,0.47368421052631576,7.0,0.2535211267605633,FALSE
JacksonDatabind,14,mutant-20,3.0,0.009556533228894826,1.0,0.75,0.5,0.75,4.009556533228895,0.28125,FALSE
JacksonDatabind,14,mutant-3,3.0,0.007085435459054601,1.0,0.8,0.6724137931034483,0.75,4.007085435459055,0.403448275862069,FALSE
JacksonDatabind,14,mutant-4,4.0,0.29289321881345254,1.0,0.0,0.6458333333333334,1.0,5.292893218813452,0.0,FALSE
JacksonDatabind,14,mutant-5,5.0,0.0,0.0,1.0,0.8901098901098901,1.0,5.0,0.8901098901098901,FALSE
JacksonDatabind,14,mutant-6,5.0,0.07282735005446928,0.0,1.0,0.8901098901098901,0.78,5.072827350054469,0.6942857142857143,FALSE
JacksonDatabind,14,mutant-7,13.0,0.0,0.0,1.0,0.2743362831858407,0.15384615384615385,13.0,0.04220558202859088,FALSE
JacksonDatabind,14,mutant-8,5.0,0.0,0.0,1.0,0.8901098901098901,0.78,5.0,0.6942857142857143,FALSE
JacksonDatabind,14,mutant-9,3.0,0.007085435459054601,1.0,0.8,0.6891891891891891,1.0,4.007085435459055,0.5513513513513514,FALSE
JacksonDatabind,16,mutant-1,3.0,0.0,0.0,1.0,0.9,0.5,3.0,0.45,FALSE
JacksonDatabind,16,mutant-2,2.0,0.0,0.0,1.0,0.6428571428571429,0.5,2.0,0.32142857142857145,FALSE
JacksonDatabind,16,mutant-3,9.0,0.18350341907227397,0.0,1.0,0.52,1.0,9.183503419072274,0.52,FALSE
JacksonDatabind,16,mutant-4,6.0,0.0,0.0,1.0,0.8295454545454546,0.7777777777777778,6.0,0.6452020202020202,TRUE
JacksonDatabind,16,mutant-5,3.0,0.05719095841793653,0.0,1.0,0.7843137254901961,0.7058823529411765,3.0571909584179364,0.5536332179930796,FALSE
JacksonDatabind,16,mutant-6,12.0,0.2254033307585166,1.0,0.75,0.7647058823529411,1.0,13.225403330758517,0.5735294117647058,FALSE
JacksonDatabind,16,mutant-7,3.0,0.07417990022744858,1.0,0.6666666666666666,0.475,0.36666666666666664,4.074179900227449,0.1161111111111111,FALSE
JacksonDatabind,20,mutant-1,5.0,0.03604795771625191,1.0,0.7777777777777778,0.8888888888888888,0.8121951219512196,6.036047957716252,0.5615176151761517,FALSE
JacksonDatabind,20,mutant-2,8.0,0.08285893061768235,2.0,0.6666666666666666,0.8764044943820225,0.8604651162790697,10.082858930617682,0.5027436634439508,FALSE
JacksonDatabind,20,mutant-3,6.0,0.10417198247063308,2.0,0.25,1.0,1.0,8.104171982470632,0.25,FALSE
JacksonDatabind,20,mutant-5,4.0,0.2525906813163403,1.0,0.3333333333333333,0.5606060606060606,1.0,5.25259068131634,0.18686868686868685,FALSE
JacksonDatabind,20,mutant-6,4.0,0.0,0.0,1.0,0.325,0.045454545454545456,4.0,0.014772727272727274,FALSE
JacksonDatabind,20,mutant-7,4.0,0.49604736932103044,2.0,0.0,0.325,0.04,6.4960473693210306,0.0,FALSE
JacksonDatabind,24,mutant-1,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,2.0,0.3333333333333333,TRUE
JacksonDatabind,24,mutant-2,5.0,0.11064826864866717,2.0,0.625,0.7142857142857143,0.3870967741935484,7.110648268648667,0.1728110599078341,TRUE
JacksonDatabind,27,mutant-1,12.0,0.0,0.0,1.0,0.20987654320987653,0.03333333333333333,12.0,0.006995884773662551,FALSE
JacksonDatabind,27,mutant-2,2.0,0.33333333333333337,1.0,0.0,1.0,0.1111111111111111,3.3333333333333335,0.0,FALSE
JacksonDatabind,27,mutant-3,4.0,0.0,0.0,1.0,0.32934131736526945,0.01015228426395939,4.0,0.0033435666737590803,FALSE
JacksonDatabind,27,mutant-4,5.0,0.16794970566215628,3.0,0.3333333333333333,0.4841628959276018,0.47580645161290325,8.167949705662156,0.07678927650464652,FALSE
JacksonDatabind,27,mutant-5,17.0,0.13479282553165473,2.0,0.75,1.0,0.55,19.134792825531655,0.41250000000000003,FALSE
JacksonDatabind,27,mutant-6,17.0,0.061868154807332876,0.0,1.0,0.8901098901098901,0.7857142857142857,17.061868154807332,0.6993720565149136,FALSE
JacksonDatabind,27,mutant-7,16.0,0.0,0.0,1.0,0.7864077669902912,0.7857142857142857,16.0,0.6178918169209431,FALSE
JacksonDatabind,28,mutant-1,6.0,0.5711549860648821,2.0,0.0,0.17105263157894737,0.047619047619047616,8.571154986064883,0.0,FALSE
JacksonDatabind,29,mutant-1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,FALSE
JacksonDatabind,3,mutant-1,9.0,0.0,0.0,1.0,0.12295081967213115,0.01652892561983471,9.0,0.0020322449532583662,FALSE
JacksonDatabind,3,mutant-10,4.0,0.2440710539815456,2.0,0.25,0.5833333333333334,0.5689655172413793,6.244071053981545,0.08297413793103449,FALSE
JacksonDatabind,3,mutant-11,3.0,0.1339745962155613,1.0,0.75,0.8571428571428571,0.5,4.133974596215561,0.3214285714285714,FALSE
JacksonDatabind,3,mutant-12,4.0,0.06044764877647446,1.0,0.75,0.625,0.6,5.060447648776474,0.28125,FALSE
JacksonDatabind,3,mutant-13,5.0,0.041685152500090084,1.0,0.6,0.9758064516129032,0.8947368421052632,6.04168515250009,0.5238539898132427,FALSE
JacksonDatabind,3,mutant-14,9.0,0.0,0.0,1.0,0.12295081967213115,0.01652892561983471,9.0,0.0020322449532583662,FALSE
JacksonDatabind,3,mutant-15,4.0,0.2440710539815456,2.0,0.25,0.5833333333333334,0.5689655172413793,6.244071053981545,0.08297413793103449,FALSE
JacksonDatabind,3,mutant-16,4.0,0.18350341907227385,1.0,0.3333333333333333,0.6666666666666666,0.5,5.183503419072274,0.1111111111111111,FALSE
JacksonDatabind,3,mutant-2,2.0,0.0,0.0,1.0,0.8524590163934426,0.7563025210084033,2.0,0.6447169031547044,FALSE
JacksonDatabind,3,mutant-3,5.0,0.7113248654051871,3.0,0.0,1.0,1.0,8.711324865405187,0.0,FALSE
JacksonDatabind,3,mutant-4,5.0,0.055264453656340695,1.0,0.8,0.9384615384615385,0.8823529411764706,6.05526445365634,0.6624434389140272,FALSE
JacksonDatabind,3,mutant-6,15.0,0.0,0.0,1.0,0.3,0.1890909090909091,15.0,0.05672727272727272,FALSE
JacksonDatabind,3,mutant-8,1.0,0.0,1.0,0.5,1.0,0.5,2.0,0.25,FALSE
JacksonDatabind,3,mutant-9,12.0,0.2029466030139142,4.0,0.5,0.43333333333333335,0.36363636363636365,16.202946603013913,0.0787878787878788,FALSE
JacksonDatabind,34,mutant-1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,TRUE
JacksonDatabind,35,mutant-1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,FALSE
JacksonDatabind,35,mutant-10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,FALSE
JacksonDatabind,35,mutant-11,4.0,0.0,0.0,1.0,0.5833333333333334,0.5555555555555556,4.0,0.3240740740740741,FALSE
JacksonDatabind,35,mutant-2,1.0,0.0,1.0,0.5,1.0,1.0,2.0,0.5,FALSE
JacksonDatabind,35,mutant-3,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,FALSE
JacksonDatabind,35,mutant-4,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,FALSE
JacksonDatabind,35,mutant-5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,FALSE
JacksonDatabind,35,mutant-6,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,FALSE
JacksonDatabind,35,mutant-7,4.0,0.4836022205056778,1.0,0.0,1.0,0.034482758620689655,5.483602220505678,0.0,FALSE
JacksonDatabind,35,mutant-8,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,FALSE
JacksonDatabind,35,mutant-9,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,FALSE
JacksonDatabind,37,mutant-1,3.0,0.03923107716947727,1.0,0.6666666666666666,0.8333333333333334,0.6666666666666666,4.039231077169477,0.37037037037037035,FALSE
JacksonDatabind,37,mutant-2,2.0,0.0,0.0,1.0,1.0,0.6666666666666666,2.0,0.6666666666666666,TRUE
JacksonDatabind,41,mutant-1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,FALSE
JacksonDatabind,41,mutant-2,1.0,0.0,1.0,0.6,1.0,1.0,2.0,0.6,FALSE
JacksonDatabind,41,mutant-3,1.0,0.0,1.0,0.6,1.0,1.0,2.0,0.6,FALSE
JacksonDatabind,41,mutant-4,1.0,0.0,1.0,0.6,1.0,1.0,2.0,0.6,FALSE
JacksonDatabind,41,mutant-5,1.0,0.0,1.0,0.6,1.0,1.0,2.0,0.6,FALSE
JacksonDatabind,43,mutant-1,7.0,0.0,0.0,1.0,0.6304347826086957,0.8012820512820513,7.0,0.5051560758082497,FALSE
JacksonDatabind,48,mutant-1,41.0,0.0,0.0,1.0,0.19658119658119658,0.17391304347826086,41.0,0.034188034188034185,FALSE
JacksonDatabind,48,mutant-10,13.0,0.19011483623008396,1.0,0.7142857142857143,0.6571428571428571,0.35,14.190114836230084,0.16428571428571428,FALSE
JacksonDatabind,48,mutant-11,12.0,0.0,0.0,1.0,1.0,0.7777777777777778,12.0,0.7777777777777778,FALSE
JacksonDatabind,48,mutant-12,13.0,0.19011483623008396,1.0,0.7142857142857143,0.6571428571428571,1.0,14.190114836230084,0.46938775510204084,FALSE
JacksonDatabind,48,mutant-13,5.0,0.17537887487646797,1.0,0.3333333333333333,0.7361111111111112,0.21428571428571427,6.175378874876468,0.05257936507936508,FALSE
JacksonDatabind,48,mutant-2,41.0,0.0,0.0,1.0,0.19658119658119658,0.17391304347826086,41.0,0.034188034188034185,FALSE
JacksonDatabind,48,mutant-3,16.0,0.0,0.0,1.0,0.5897435897435898,0.3181818181818182,16.0,0.18764568764568765,FALSE
JacksonDatabind,48,mutant-4,40.0,0.0,0.0,1.0,0.19658119658119658,0.17391304347826086,40.0,0.034188034188034185,FALSE
JacksonDatabind,48,mutant-5,14.0,0.27571403165985175,2.0,0.2,0.4473684210526316,0.39655172413793105,16.275714031659852,0.03548094373865699,FALSE
JacksonDatabind,48,mutant-6,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,FALSE
JacksonDatabind,48,mutant-7,12.0,0.15707276957647542,2.0,0.4,1.0,0.6363636363636364,14.157072769576475,0.2545454545454546,FALSE
JacksonDatabind,48,mutant-8,12.0,0.15707276957647542,2.0,0.4,1.0,0.7777777777777778,14.157072769576475,0.3111111111111111,FALSE
JacksonDatabind,48,mutant-9,13.0,0.19011483623008396,1.0,0.7142857142857143,0.6571428571428571,1.0,14.190114836230084,0.46938775510204084,FALSE
JacksonDatabind,5,mutant-1,4.0,0.08013378899220014,1.0,0.6666666666666666,0.8240740740740741,0.6578947368421053,5.0801337889922005,0.3614359974009097,FALSE
JacksonDatabind,5,mutant-2,9.0,0.17980046773527558,1.0,0.6,0.6739130434782609,0.35714285714285715,10.179800467735276,0.14440993788819875,FALSE
JacksonDatabind,5,mutant-3,4.0,0.0,0.0,1.0,0.7777777777777778,0.7528089887640449,4.0,0.5855181023720349,FALSE
JacksonDatabind,5,mutant-4,11.0,0.36086448346676236,2.0,0.5,0.7272727272727273,0.25,13.360864483466763,0.09090909090909091,FALSE
JacksonDatabind,5,mutant-5,1.0,0.0,1.0,0.6666666666666666,1.0,0.875,2.0,0.5833333333333333,FALSE
JacksonDatabind,5,mutant-6,3.0,0.5917517095361369,1.0,0.0,0.8461538461538461,1.0,4.591751709536137,0.0,FALSE
JacksonDatabind,5,mutant-7,10.0,0.13542475891895478,1.0,0.8,0.5849056603773585,1.0,11.135424758918955,0.4679245283018868,FALSE
JacksonDatabind,5,mutant-8,10.0,0.186266528793265,1.0,0.75,0.59375,0.2222222222222222,11.186266528793265,0.09895833333333333,FALSE
JacksonDatabind,51,mutant-1,6.0,0.0,0.0,1.0,0.5789473684210527,0.8,6.0,0.46315789473684216,FALSE
JacksonDatabind,53,mutant-1,16.0,0.3209819046811111,7.0,0.2222222222222222,0.16176470588235295,1.0,23.320981904681112,0.03594771241830065,FALSE
JacksonDatabind,53,mutant-2,4.0,0.4836022205056778,2.0,0.0,0.3302325581395349,0.045454545454545456,6.483602220505678,0.0,FALSE
JacksonDatabind,53,mutant-3,26.0,0.8367006838144548,12.0,0.0,0.054187192118226604,8.81057268722467E-4,38.836700683814456,0.0,FALSE
JacksonDatabind,53,mutant-4,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,FALSE
JacksonDatabind,53,mutant-5,26.0,0.8367006838144548,12.0,0.0,0.054187192118226604,8.81057268722467E-4,38.836700683814456,0.0,FALSE
JacksonDatabind,53,mutant-6,16.0,0.3209819046811111,7.0,0.2222222222222222,0.16176470588235295,0.023076923076923078,23.320981904681112,8.295625942684766E-4,FALSE
JacksonDatabind,54,mutant-1,3.0,0.14903705660323685,1.0,0.6666666666666666,0.6739130434782609,1.0,4.149037056603237,0.4492753623188406,FALSE
JacksonDatabind,54,mutant-2,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,2.0,0.3333333333333333,FALSE
JacksonDatabind,54,mutant-3,1.0,0.0,0.0,1.0,1.0,0.43478260869565216,1.0,0.43478260869565216,FALSE
JacksonDatabind,59,mutant-1,7.0,0.24376465839535655,3.0,0.2,0.38095238095238093,0.1753846153846154,10.243764658395357,0.013362637362637365,FALSE
JacksonDatabind,59,mutant-10,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,FALSE
JacksonDatabind,59,mutant-11,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,FALSE
JacksonDatabind,59,mutant-12,16.0,0.24074339763470343,0.0,1.0,0.8102766798418972,1.0,16.240743397634702,0.8102766798418972,FALSE
JacksonDatabind,59,mutant-13,2.0,0.0,2.0,0.2,1.0,1.0,4.0,0.2,FALSE
JacksonDatabind,59,mutant-14,10.0,0.6766191666182226,2.0,0.0,0.1024390243902439,0.010471204188481676,12.676619166618222,0.0,FALSE
JacksonDatabind,59,mutant-15,4.0,0.0,0.0,1.0,0.22916666666666666,0.02857142857142857,4.0,0.006547619047619047,FALSE
JacksonDatabind,59,mutant-16,4.0,0.30689671991632794,2.0,0.25,0.5111111111111111,0.16666666666666666,6.3068967199163275,0.021296296296296292,FALSE
JacksonDatabind,59,mutant-17,7.0,0.4697121866450008,3.0,0.2,1.0,0.18045112781954886,10.469712186645001,0.03609022556390978,FALSE
JacksonDatabind,59,mutant-18,10.0,0.0,0.0,1.0,0.0821917808219178,0.022222222222222223,10.0,0.0018264840182648401,FALSE
JacksonDatabind,59,mutant-19,4.0,0.05407651375490974,1.0,0.75,0.6875,0.7333333333333333,5.05407651375491,0.378125,FALSE
JacksonDatabind,59,mutant-2,1.0,0.0,1.0,0.5,1.0,1.0,2.0,0.5,FALSE
JacksonDatabind,59,mutant-20,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,FALSE
JacksonDatabind,59,mutant-21,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,FALSE
JacksonDatabind,59,mutant-22,9.0,0.1651319815114901,3.0,0.25,0.38095238095238093,0.1753846153846154,12.16513198151149,0.0167032967032967,FALSE
JacksonDatabind,59,mutant-23,9.0,0.0,0.0,1.0,1.0,0.08695652173913043,9.0,0.08695652173913043,FALSE
JacksonDatabind,59,mutant-24,5.0,0.0,0.0,1.0,0.23076923076923078,0.2857142857142857,5.0,0.06593406593406594,FALSE
JacksonDatabind,59,mutant-25,1.0,0.0,1.0,0.5,1.0,1.0,2.0,0.5,FALSE
JacksonDatabind,59,mutant-26,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,FALSE
JacksonDatabind,59,mutant-27,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,2.0,0.3333333333333333,FALSE
JacksonDatabind,59,mutant-28,4.0,0.49604736932103044,2.0,0.0,0.4666666666666667,0.012195121951219513,6.4960473693210306,0.0,FALSE
JacksonDatabind,59,mutant-29,1.0,0.0,1.0,0.5,1.0,0.9777777777777777,2.0,0.4888888888888889,FALSE
JacksonDatabind,59,mutant-3,2.0,0.0834848610088319,0.0,1.0,0.6610169491525424,0.6506024096385542,2.0834848610088317,0.4300592199305697,FALSE
JacksonDatabind,59,mutant-30,4.0,0.0,0.0,1.0,0.7610619469026548,1.0,4.0,0.7610619469026548,FALSE
JacksonDatabind,59,mutant-31,4.0,0.49604736932103044,2.0,0.0,0.4666666666666667,0.012195121951219513,6.4960473693210306,0.0,FALSE
JacksonDatabind,59,mutant-32,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,2.0,0.3333333333333333,FALSE
JacksonDatabind,59,mutant-33,4.0,0.0,0.0,1.0,0.7868852459016393,0.5212765957446809,4.0,0.41018486222532263,FALSE
JacksonDatabind,59,mutant-34,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,2.0,0.3333333333333333,FALSE
JacksonDatabind,59,mutant-35,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,FALSE
JacksonDatabind,59,mutant-37,3.0,0.18350341907227385,0.0,1.0,0.6296296296296297,0.4444444444444444,3.1835034190722737,0.27983539094650206,FALSE
JacksonDatabind,59,mutant-38,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,2.0,0.3333333333333333,FALSE
JacksonDatabind,59,mutant-4,2.0,0.0,0.0,1.0,0.6521739130434783,1.0,2.0,0.6521739130434783,FALSE
JacksonDatabind,59,mutant-5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,FALSE
JacksonDatabind,59,mutant-7,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,2.0,0.3333333333333333,FALSE
JacksonDatabind,59,mutant-8,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,FALSE
JacksonDatabind,59,mutant-9,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,FALSE
JacksonDatabind,64,mutant-1,4.0,0.0,0.0,1.0,0.6911764705882353,0.5625,4.0,0.38878676470588236,FALSE
JacksonDatabind,64,mutant-2,13.0,0.0,0.0,1.0,0.13513513513513514,0.09090909090909091,13.0,0.012285012285012286,FALSE
