project,id,mutant-id,line_in_buggy,line_in_patched,structural_score,conceptual_score,sum,correct
Jsoup,1,mutant-8,119,119,1.0,0.889,1.889,False
Jsoup,1,mutant-6,116,116,0.879,0.857,1.736,False
Jsoup,1,mutant-4,119,119,1.0,0.889,1.889,False
Jsoup,1,mutant-3,107,107,0.875,0.818,1.693,False
Jsoup,1,mutant-11,115,115,0.824,0.861,1.685,False
Jsoup,1,mutant-10,118,118,0.792,0.917,1.709,False
Jsoup,1,mutant-7,118,118,0.739,0.875,1.614,False
Jsoup,1,mutant-12,116,116,0.744,0.971,1.715,False
Jsoup,85,mutant-1,44,44,0.591,0.842,1.433,False
Jsoup,24,mutant-9,525,525,0.8,0.889,1.689,False
Jsoup,24,mutant-2,554,554,0.833,0.966,1.799,False
Jsoup,24,mutant-5,530,530,0.795,0.972,1.767,False
Jsoup,24,mutant-8,558,558,0.875,0.833,1.708,True
Jsoup,24,mutant-6,554,554,0.786,0.897,1.683,False
Jsoup,24,mutant-4,530,530,0.683,0.703,1.386,False
Jsoup,24,mutant-13,530,530,0.738,0.944,1.682,False
Jsoup,24,mutant-3,525,525,0.844,0.963,1.807,False
Jsoup,24,mutant-11,541,541,0.806,0.903,1.709,False
Jsoup,24,mutant-10,530,530,1.0,1.0,2.0,False
Jsoup,24,mutant-7,541,541,0.806,0.903,1.709,False
Jsoup,24,mutant-12,541,541,0.848,0.968,1.816,False
Jsoup,26,mutant-2,42,42,0.882,0.968,1.85,False
Jsoup,26,mutant-1,43,43,0.871,0.962,1.833,False
Jsoup,26,mutant-5,43,43,1.0,0.923,1.923,False
Jsoup,26,mutant-4,40,40,0.778,0.968,1.746,False
Jsoup,26,mutant-3,73,73,0.552,0.649,1.201,False
Jsoup,32,mutant-1,962,962,0.879,0.871,1.75,False
Jsoup,41,mutant-2,1175,1175,0.8,0.625,1.425,False
Jsoup,41,mutant-1,1175,1175,0.8,0.625,1.425,False
Jsoup,41,mutant-5,1175,1175,0.5,0.7,1.2,False
Jsoup,41,mutant-6,1175,1175,0.667,0.75,1.417,False
Jsoup,41,mutant-4,1175,1175,0.667,0.75,1.417,False
Jsoup,41,mutant-3,1175,1175,0.533,0.875,1.408,False
Jsoup,64,mutant-1,1490,1490,1.0,0.931,1.931,False
Jsoup,17,mutant-2,250,250,0.75,0.957,1.707,False
Jsoup,17,mutant-1,250,250,0.621,0.72,1.341,False
Jsoup,17,mutant-3,250,250,0.621,0.72,1.341,False
Jsoup,45,mutant-9,403,403,0.791,1.0,1.791,False
Jsoup,45,mutant-15,398,398,1.0,0.882,1.882,False
Jsoup,45,mutant-2,383,383,1.0,0.905,1.905,False
Jsoup,45,mutant-1,398,398,1.0,0.882,1.882,False
Jsoup,45,mutant-5,412,412,0.577,0.808,1.385,False
Jsoup,45,mutant-8,403,403,0.732,0.853,1.585,False
Jsoup,45,mutant-6,415,415,0.577,0.808,1.385,False
Jsoup,45,mutant-4,398,398,1.0,0.882,1.882,False
Jsoup,45,mutant-13,398,398,1.0,0.909,1.909,False
Jsoup,45,mutant-3,424,424,0.333,0.818,1.151,False
Jsoup,45,mutant-11,394,394,0.825,0.964,1.789,False
Jsoup,45,mutant-10,394,394,0.4,0.821,1.221,False
Jsoup,45,mutant-7,412,412,0.679,1.0,1.679,False
Jsoup,45,mutant-12,398,398,1.0,0.939,1.939,False
Jsoup,45,mutant-16,398,398,1.0,0.912,1.912,False
Jsoup,57,mutant-1,128,128,0.867,0.87,1.737,False
Jsoup,80,mutant-2,91,91,0.941,0.983,1.924,False
Jsoup,80,mutant-1,89,89,1.0,0.965,1.965,False
Jsoup,66,mutant-2,684,684,0.732,0.912,1.644,False
Jsoup,66,mutant-5,276,276,0.543,0.647,1.19,False
Jsoup,66,mutant-8,285,285,0.882,0.842,1.724,False
Jsoup,66,mutant-6,285,285,0.579,0.714,1.293,False
Jsoup,66,mutant-4,276,276,0.535,0.829,1.364,False
Jsoup,66,mutant-3,276,276,0.636,0.917,1.553,False
Jsoup,66,mutant-7,276,276,0.543,0.647,1.19,False
JacksonDatabind,13,mutant-1,416,416,0.762,0.833,1.595,False
JacksonDatabind,51,mutant-1,105,105,0.647,0.75,1.397,False
JacksonDatabind,5,mutant-2,1465,1465,0.667,0.846,1.513,False
JacksonDatabind,5,mutant-1,639,639,0.792,0.946,1.738,False
JacksonDatabind,5,mutant-5,46,46,1.0,0.912,1.912,False
JacksonDatabind,5,mutant-8,1465,1465,0.8,0.875,1.675,False
JacksonDatabind,5,mutant-6,1466,1466,0.895,0.875,1.77,False
JacksonDatabind,5,mutant-4,1465,1465,0.591,0.84,1.431,False
JacksonDatabind,5,mutant-3,594,594,0.6,0.824,1.424,False
JacksonDatabind,5,mutant-7,1465,1465,0.571,0.92,1.491,False
JacksonDatabind,96,mutant-1,735,735,1.0,0.951,1.951,True
JacksonDatabind,28,mutant-1,103,103,0.655,0.72,1.375,False
JacksonDatabind,35,mutant-9,956,956,1.0,0.947,1.947,False
JacksonDatabind,35,mutant-2,957,957,1.0,0.9,1.9,False
JacksonDatabind,35,mutant-1,956,956,1.0,0.947,1.947,False
JacksonDatabind,35,mutant-5,956,956,1.0,0.947,1.947,False
JacksonDatabind,35,mutant-8,956,956,1.0,0.947,1.947,False
JacksonDatabind,35,mutant-6,956,956,1.0,0.947,1.947,False
JacksonDatabind,35,mutant-4,957,957,1.0,0.923,1.923,False
JacksonDatabind,35,mutant-3,956,956,1.0,0.947,1.947,False
JacksonDatabind,35,mutant-11,957,957,0.857,0.825,1.682,False
JacksonDatabind,35,mutant-10,956,956,1.0,0.974,1.974,False
JacksonDatabind,35,mutant-7,956,956,0.829,0.895,1.724,False
JacksonDatabind,76,mutant-1,583,583,0.781,0.833,1.614,True
JacksonDatabind,48,mutant-9,289,289,0.489,0.833,1.322,False
JacksonDatabind,48,mutant-2,289,289,0.525,0.638,1.163,False
JacksonDatabind,48,mutant-1,296,296,0.525,0.655,1.18,False
JacksonDatabind,48,mutant-5,872,872,0.514,0.432,0.946,False
JacksonDatabind,48,mutant-8,872,872,0.6,0.733,1.333,False
JacksonDatabind,48,mutant-6,835,835,1.0,0.917,1.917,False
JacksonDatabind,48,mutant-4,317,317,0.525,0.638,1.163,False
JacksonDatabind,48,mutant-13,203,203,0.625,0.87,1.495,False
JacksonDatabind,48,mutant-3,296,296,0.412,0.864,1.276,False
JacksonDatabind,48,mutant-11,872,872,0.6,0.786,1.386,False
JacksonDatabind,48,mutant-10,296,296,0.489,0.837,1.326,False
JacksonDatabind,48,mutant-7,869,869,0.659,0.758,1.417,False
JacksonDatabind,48,mutant-12,317,317,0.458,0.814,1.272,False
JacksonDatabind,90,mutant-2,71,71,1.0,0.896,1.896,False
JacksonDatabind,90,mutant-1,320,320,0.643,0.769,1.412,False
JacksonDatabind,90,mutant-3,204,204,0.333,0.667,1.0,False
JacksonDatabind,20,mutant-2,808,808,0.649,0.875,1.524,False
JacksonDatabind,20,mutant-1,808,808,0.815,0.938,1.753,False
JacksonDatabind,20,mutant-5,284,284,0.667,0.815,1.482,False
JacksonDatabind,20,mutant-6,287,287,0.81,0.821,1.631,False
JacksonDatabind,20,mutant-3,285,285,0.593,0.862,1.455,False
JacksonDatabind,20,mutant-7,270,270,0.833,0.808,1.641,False
JacksonDatabind,70,mutant-1,449,449,0.85,0.913,1.763,False
JacksonDatabind,59,mutant-27,370,370,1.0,0.897,1.897,False
JacksonDatabind,59,mutant-24,68,68,0.703,0.833,1.536,False
JacksonDatabind,59,mutant-9,448,448,1.0,0.96,1.96,False
JacksonDatabind,59,mutant-23,458,458,0.559,0.7,1.259,False
JacksonDatabind,59,mutant-20,372,372,1.0,0.935,1.935,False
JacksonDatabind,59,mutant-30,449,449,0.697,0.88,1.577,False
JacksonDatabind,59,mutant-17,449,449,0.576,0.8,1.376,False
JacksonDatabind,59,mutant-15,456,456,0.854,0.821,1.675,False
JacksonDatabind,59,mutant-31,371,371,0.8,0.793,1.593,False
JacksonDatabind,59,mutant-2,372,372,1.0,0.935,1.935,False
JacksonDatabind,59,mutant-1,1208,1208,0.652,0.636,1.288,False
JacksonDatabind,59,mutant-34,370,370,1.0,0.897,1.897,False
JacksonDatabind,59,mutant-33,456,456,0.864,0.897,1.761,False
JacksonDatabind,59,mutant-5,372,372,1.0,1.0,2.0,False
JacksonDatabind,59,mutant-38,370,370,1.0,0.897,1.897,False
JacksonDatabind,59,mutant-8,449,449,1.0,1.0,2.0,False
JacksonDatabind,59,mutant-35,462,462,1.0,0.714,1.714,False
JacksonDatabind,59,mutant-21,372,372,1.0,0.935,1.935,False
JacksonDatabind,59,mutant-4,371,371,0.844,1.0,1.844,False
JacksonDatabind,59,mutant-13,372,372,1.0,0.968,1.968,False
JacksonDatabind,59,mutant-3,370,370,0.844,1.0,1.844,False
JacksonDatabind,59,mutant-29,372,372,1.0,0.906,1.906,False
JacksonDatabind,59,mutant-26,462,462,1.0,0.714,1.714,False
JacksonDatabind,59,mutant-37,462,462,0.714,1.0,1.714,False
JacksonDatabind,59,mutant-32,370,370,1.0,0.931,1.931,False
JacksonDatabind,59,mutant-11,456,456,1.0,1.0,2.0,False
JacksonDatabind,59,mutant-10,372,372,1.0,0.935,1.935,False
JacksonDatabind,59,mutant-7,370,370,1.0,0.931,1.931,False
JacksonDatabind,59,mutant-19,372,372,0.676,0.938,1.614,False
JacksonDatabind,59,mutant-12,452,452,0.547,0.857,1.404,False
JacksonDatabind,59,mutant-16,448,448,0.758,0.92,1.678,False
JacksonDatabind,59,mutant-14,452,452,0.619,0.727,1.346,False
JacksonDatabind,59,mutant-28,371,371,0.8,0.793,1.593,False
JacksonDatabind,59,mutant-22,1208,1209,0.6,0.483,1.083,False
JacksonDatabind,59,mutant-25,372,372,1.0,0.935,1.935,False
JacksonDatabind,59,mutant-18,458,458,0.576,0.7,1.276,False
JacksonDatabind,14,mutant-9,1471,1471,0.778,0.919,1.697,False
JacksonDatabind,14,mutant-20,1022,1022,0.652,0.826,1.478,False
JacksonDatabind,14,mutant-17,1586,1586,0.462,0.643,1.105,False
JacksonDatabind,14,mutant-15,1586,1586,0.462,0.643,1.105,False
JacksonDatabind,14,mutant-2,337,337,0.5,0.526,1.026,False
JacksonDatabind,14,mutant-1,1586,1586,0.393,0.6,0.993,False
JacksonDatabind,14,mutant-5,1586,1586,0.677,0.897,1.574,False
JacksonDatabind,14,mutant-8,1586,1586,0.677,0.897,1.574,False
JacksonDatabind,14,mutant-6,1586,1586,0.677,0.897,1.574,False
JacksonDatabind,14,mutant-4,1605,1605,0.667,0.429,1.096,False
JacksonDatabind,14,mutant-13,187,187,0.533,0.692,1.225,False
JacksonDatabind,14,mutant-3,343,343,0.556,0.778,1.334,False
JacksonDatabind,14,mutant-11,1605,1605,0.364,0.333,0.697,False
JacksonDatabind,14,mutant-10,1586,1586,0.645,0.964,1.609,False
JacksonDatabind,14,mutant-7,1605,1605,0.273,0.25,0.523,False
JacksonDatabind,14,mutant-19,1605,1605,0.667,0.6,1.267,False
JacksonDatabind,14,mutant-12,1586,1586,0.677,0.897,1.574,False
JacksonDatabind,14,mutant-16,1551,1551,0.2,0.522,0.722,False
JacksonDatabind,14,mutant-14,187,187,0.667,0.885,1.552,False
JacksonDatabind,14,mutant-18,1586,1586,0.677,0.897,1.574,False
JacksonDatabind,54,mutant-2,134,134,1.0,0.8,1.8,False
JacksonDatabind,54,mutant-1,134,134,0.5,0.875,1.375,False
JacksonDatabind,54,mutant-3,134,134,1.0,0.867,1.867,False
JacksonDatabind,83,mutant-2,119,119,0.333,0.484,0.817,True
JacksonDatabind,83,mutant-1,119,119,0.5,0.708,1.208,True
JacksonDatabind,83,mutant-3,119,120,0.481,0.581,1.062,True
JacksonDatabind,1,mutant-2,588,588,0.2,0.286,0.486,False
JacksonDatabind,1,mutant-1,586,586,0.8,0.885,1.685,False
JacksonDatabind,71,mutant-2,167,167,0.789,0.938,1.727,False
JacksonDatabind,71,mutant-1,168,168,0.167,0.222,0.389,False
JacksonDatabind,103,mutant-2,393,393,0.6,0.805,1.405,False
JacksonDatabind,103,mutant-1,133,133,0.818,0.893,1.711,False
JacksonDatabind,103,mutant-8,394,394,0.588,0.439,1.027,False
JacksonDatabind,103,mutant-6,851,851,0.647,0.85,1.497,False
JacksonDatabind,103,mutant-3,393,393,1.0,0.95,1.95,False
JacksonDatabind,103,mutant-7,394,394,0.938,0.875,1.813,False
JacksonDatabind,27,mutant-2,115,115,0.667,0.667,1.334,False
JacksonDatabind,27,mutant-1,110,110,0.462,0.68,1.142,False
JacksonDatabind,27,mutant-5,110,110,0.459,0.828,1.287,False
JacksonDatabind,27,mutant-6,110,110,0.562,0.923,1.485,False
JacksonDatabind,27,mutant-4,789,789,0.3,0.588,0.888,False
JacksonDatabind,27,mutant-3,790,790,0.6,0.75,1.35,False
JacksonDatabind,27,mutant-7,110,110,0.5,0.923,1.423,False
JacksonDatabind,34,mutant-1,81,81,1.0,0.946,1.946,True
JacksonDatabind,53,mutant-2,391,391,0.875,0.895,1.77,False
JacksonDatabind,53,mutant-1,386,386,0.5,0.575,1.075,False
JacksonDatabind,53,mutant-5,342,342,0.196,0.269,0.465,False
JacksonDatabind,53,mutant-6,386,386,0.5,0.575,1.075,False
JacksonDatabind,53,mutant-4,342,342,1.0,1.0,2.0,False
JacksonDatabind,53,mutant-3,342,342,0.196,0.269,0.465,False
JacksonDatabind,98,mutant-2,996,997,0.667,0.423,1.09,False
JacksonDatabind,98,mutant-1,996,996,0.583,0.462,1.045,False
JacksonDatabind,98,mutant-3,996,996,0.762,0.706,1.468,False
JacksonDatabind,102,mutant-1,67,67,0.81,0.783,1.593,True
JacksonDatabind,24,mutant-2,234,234,0.667,0.927,1.594,True
JacksonDatabind,24,mutant-1,235,235,1.0,0.927,1.927,True
JacksonDatabind,101,mutant-2,771,771,1.0,0.846,1.846,False
JacksonDatabind,101,mutant-1,771,771,1.0,0.733,1.733,False
JacksonDatabind,101,mutant-5,771,771,1.0,0.786,1.786,False
JacksonDatabind,101,mutant-4,771,771,0.8,0.75,1.55,True
JacksonDatabind,101,mutant-3,757,757,0.412,0.867,1.279,False
JacksonDatabind,105,mutant-2,262,262,0.44,0.4,0.84,False
JacksonDatabind,105,mutant-1,356,356,0.588,0.562,1.15,False
JacksonDatabind,16,mutant-2,90,90,0.7,1.0,1.7,False
JacksonDatabind,16,mutant-1,90,90,0.778,0.818,1.596,False
JacksonDatabind,16,mutant-5,961,961,0.773,1.0,1.773,False
JacksonDatabind,16,mutant-6,105,105,0.714,0.846,1.56,False
JacksonDatabind,16,mutant-4,112,112,0.646,0.962,1.608,True
JacksonDatabind,16,mutant-3,105,105,0.667,0.917,1.584,False
JacksonDatabind,16,mutant-7,961,961,0.714,0.87,1.584,False
JacksonDatabind,86,mutant-2,1230,1230,0.647,0.583,1.23,False
JacksonDatabind,86,mutant-1,68,68,0.703,0.833,1.536,False
JacksonDatabind,37,mutant-2,135,135,0.529,0.824,1.353,True
JacksonDatabind,37,mutant-1,135,135,0.556,0.7,1.256,False
JacksonDatabind,108,mutant-2,1169,1169,0.737,0.895,1.632,False
JacksonDatabind,108,mutant-1,1169,1169,0.429,0.68,1.109,False
JacksonDatabind,41,mutant-2,602,602,1.0,0.864,1.864,False
JacksonDatabind,41,mutant-1,602,602,1.0,0.864,1.864,False
JacksonDatabind,41,mutant-5,602,602,1.0,0.864,1.864,False
JacksonDatabind,41,mutant-4,602,602,1.0,0.864,1.864,False
JacksonDatabind,41,mutant-3,602,602,1.0,0.864,1.864,False
JacksonDatabind,64,mutant-2,360,360,0.588,0.5,1.088,False
JacksonDatabind,64,mutant-1,359,359,0.655,0.905,1.56,False
JacksonDatabind,64,mutant-5,359,359,1.0,0.9,1.9,False
JacksonDatabind,64,mutant-6,359,359,1.0,1.0,2.0,False
JacksonDatabind,64,mutant-4,359,359,0.739,0.8,1.539,False
JacksonDatabind,64,mutant-3,360,360,0.846,0.929,1.775,False
JacksonDatabind,110,mutant-1,78,78,1.0,0.812,1.812,False
JacksonDatabind,107,mutant-9,173,173,0.882,0.844,1.726,False
JacksonDatabind,107,mutant-2,173,173,0.882,0.871,1.753,False
JacksonDatabind,107,mutant-1,173,173,0.812,0.862,1.674,False
JacksonDatabind,107,mutant-5,1171,1171,0.818,0.903,1.721,False
JacksonDatabind,107,mutant-8,173,173,0.812,0.862,1.674,False
JacksonDatabind,107,mutant-6,1171,1171,1.0,0.966,1.966,False
JacksonDatabind,107,mutant-4,173,173,0.882,0.9,1.782,False
JacksonDatabind,107,mutant-3,1171,1171,0.719,0.7,1.419,False
JacksonDatabind,107,mutant-11,173,173,0.684,0.9,1.584,False
JacksonDatabind,107,mutant-10,173,173,0.882,0.871,1.753,False
JacksonDatabind,107,mutant-7,128,128,1.0,0.833,1.833,False
JacksonDatabind,93,mutant-1,85,85,0.865,0.828,1.693,False
JacksonDatabind,82,mutant-1,495,495,1.0,0.846,1.846,True
JacksonDatabind,43,mutant-1,343,343,0.619,0.632,1.251,False
JacksonDatabind,80,mutant-1,1336,1336,0.533,0.724,1.257,False
JacksonDatabind,3,mutant-9,77,77,0.467,0.643,1.11,False
JacksonDatabind,3,mutant-15,66,66,0.815,0.769,1.584,False
JacksonDatabind,3,mutant-2,145,145,0.565,0.952,1.517,False
JacksonDatabind,3,mutant-1,145,145,0.45,0.609,1.059,False
JacksonDatabind,3,mutant-8,760,760,1.0,0.939,1.939,False
JacksonDatabind,3,mutant-6,66,66,0.6,0.781,1.381,False
JacksonDatabind,3,mutant-4,145,145,0.379,0.87,1.249,False
JacksonDatabind,3,mutant-13,145,145,0.407,0.87,1.277,False
JacksonDatabind,3,mutant-3,77,77,0.773,0.8,1.573,False
JacksonDatabind,3,mutant-11,77,77,0.727,0.722,1.449,False
JacksonDatabind,3,mutant-10,66,66,0.815,0.769,1.584,False
JacksonDatabind,3,mutant-12,760,760,0.647,0.941,1.588,False
JacksonDatabind,3,mutant-16,146,146,0.857,0.84,1.697,False
JacksonDatabind,3,mutant-14,145,145,0.45,0.609,1.059,False
JacksonDatabind,66,mutant-2,1433,1433,1.0,0.944,1.944,False
JacksonDatabind,66,mutant-1,1433,1433,1.0,0.944,1.944,False
JacksonDatabind,66,mutant-5,1433,1433,0.745,0.946,1.691,False
JacksonDatabind,66,mutant-8,1434,1434,0.9,0.943,1.843,False
JacksonDatabind,66,mutant-6,1433,1433,0.732,0.815,1.547,False
JacksonDatabind,66,mutant-4,1433,1433,1.0,0.944,1.944,False
JacksonDatabind,66,mutant-3,1433,1433,1.0,0.944,1.944,False
JacksonDatabind,66,mutant-7,1433,1433,1.0,0.944,1.944,False
JacksonDatabind,29,mutant-1,959,959,1.0,0.786,1.786,False
Cli,13,mutant-2,219,219,0.5,0.571,1.071,False
Cli,13,mutant-1,219,219,0.385,0.571,0.956,False
Cli,11,mutant-9,632,632,0.737,0.9,1.637,False
Cli,11,mutant-2,632,632,0.737,0.85,1.587,False
Cli,11,mutant-1,632,632,0.737,0.81,1.547,False
Cli,11,mutant-5,632,632,0.737,0.8,1.537,False
Cli,11,mutant-8,632,632,0.632,0.75,1.382,False
Cli,11,mutant-6,632,632,0.571,0.45,1.021,False
Cli,11,mutant-4,632,632,0.737,0.762,1.499,False
Cli,11,mutant-3,634,634,0.744,0.654,1.398,False
Cli,11,mutant-11,632,632,0.737,0.8,1.537,False
Cli,11,mutant-10,632,632,0.571,0.45,1.021,False
Cli,11,mutant-7,632,632,0.737,0.947,1.684,False
Cli,5,mutant-2,36,36,0.4,0.8,1.2,True
Cli,5,mutant-1,36,36,0.4,0.714,1.114,True
Cli,18,mutant-2,132,132,0.632,0.765,1.397,False
Cli,18,mutant-1,132,132,1.0,0.882,1.882,False
Cli,18,mutant-4,134,134,1.0,0.833,1.833,False
Cli,18,mutant-3,132,132,1.0,0.833,1.833,False
Cli,40,mutant-2,97,97,0.684,0.667,1.351,False
Cli,40,mutant-1,97,97,0.65,0.667,1.317,False
Cli,19,mutant-2,132,132,1.0,0.882,1.882,False
Cli,19,mutant-1,132,132,0.632,0.765,1.397,False
Cli,19,mutant-5,134,134,1.0,0.833,1.833,False
Cli,19,mutant-6,132,132,0.6,0.75,1.35,False
Cli,19,mutant-4,132,132,1.0,0.833,1.833,False
Cli,19,mutant-3,234,234,0.846,0.8,1.646,False
Cli,14,mutant-2,262,262,1.0,0.714,1.714,False
Cli,14,mutant-1,262,262,0.556,0.333,0.889,False
Cli,22,mutant-2,206,206,0.542,0.962,1.504,False
Cli,22,mutant-1,187,187,0.857,0.857,1.714,False
Cli,22,mutant-5,187,187,0.692,0.8,1.492,False
Cli,22,mutant-6,206,206,0.526,0.769,1.295,False
Cli,22,mutant-4,187,187,0.857,0.857,1.714,False
Cli,22,mutant-3,187,187,0.857,0.857,1.714,False
Cli,22,mutant-7,206,206,0.5,0.923,1.423,False
Cli,32,mutant-2,938,938,0.182,0.417,0.599,True
Cli,32,mutant-1,938,938,0.659,0.81,1.469,False
Cli,32,mutant-5,938,938,1.0,1.0,2.0,False
Cli,32,mutant-6,938,938,1.0,0.905,1.905,False
Cli,32,mutant-4,938,938,1.0,0.905,1.905,False
Cli,32,mutant-3,938,938,1.0,0.864,1.864,False
Cli,32,mutant-7,938,938,1.0,0.905,1.905,False
Cli,7,mutant-1,105,105,0.52,0.952,1.472,False
Cli,7,mutant-5,104,104,0.133,0.4,0.533,False
Cli,7,mutant-6,92,92,0.415,0.557,0.972,False
Cli,7,mutant-4,105,105,0.0,0.15,0.15,False
Cli,7,mutant-3,105,105,0.52,0.818,1.338,False
Cli,37,mutant-2,286,286,1.0,0.9,1.9,False
Cli,37,mutant-1,281,281,0.778,0.864,1.642,False
Cli,37,mutant-4,302,302,0.356,0.684,1.04,False
Cli,37,mutant-3,302,302,0.378,0.75,1.128,False
Cli,8,mutant-2,812,812,1.0,0.762,1.762,False
Cli,8,mutant-1,812,812,0.724,0.667,1.391,False
