tool,project,id,mutant-id,line_in_buggy,line_in_patched,structural_score,conceptual_score,sum,correct
Arja,Chart,12,0,[148],[148],[0.778],[0.8],1.578,True
Arja,Math,58,0,[121],[121],[0.667],[0.81],1.477,True
Arja,Math,98,0,[991],[991],[0.838],[0.946],1.784,True
Arja,Closure,115,0,[731],[731],[0.938],[0.75],1.688,True
Arja,Closure,126,0,[137],[137],[0],[0],0.0,True
jGenProg,Math,5,0,"[305, 338, 361, 395, 408, 436]","[305, 321, 329, 349, 359, 384]","[0.846, 0.0, 0.0, 0.2, 0.2, 0.0]","[0.6, 0.0, 0.0, 0.0, 0.0, 0.031]",0.313,True
jGenProg,Math,70,0,[72],[72],[0.826],[1.0],1.826,True
jGenProg,Math,53,0,"[153, 175, 216]","[153, 178, 219]","[0.267, 0.333, 0.391]","[0.531, 1.0, 0.87]",1.131,True
Nopol,Lang,46,0,[244],[244],[0.571],[0.5],1.071,True
FixMiner,Chart,11,0,[274],[274],[1.0],[1.0],2.0,True
FixMiner,Chart,19,0,"[698, 973]","[698, 976]","[0.579, 0.632]","[0.552, 0.586]",1.174,True
FixMiner,Chart,1,0,[1797],[1797],[1.0],[1.0],2.0,True
FixMiner,Chart,24,0,[125],[125],[1.0],[0.967],1.967,True
FixMiner,Chart,4,0,"[4493, 4503]","[4493, 4504]","[0.619, 0.6]","[0.647, 0.583]",1.224,True
FixMiner,Math,75,0,[303],[303],[1.0],[0.923],1.923,True
FixMiner,Math,70,0,[72],[72],[0.826],[1.0],1.826,True
FixMiner,Math,34,0,[209],[209],[0.625],[0.9],1.525,True
FixMiner,Math,22,0,[275],[275],[1.0],[0.8],1.8,True
FixMiner,Math,79,0,[1624],[1624],[1.0],[0.704],1.704,True
FixMiner,Math,57,0,[175],[175],[1.0],[0.946],1.946,True
FixMiner,Math,30,0,[173],[173],[1.0],[0.889],1.889,True
jMutRepair,Chart,1,0,[1797],[1797],[1.0],[1.0],2.0,True
jMutRepair,Math,85,0,[198],[198],[1.0],[0.912],1.912,True
jMutRepair,Math,82,0,[82],[82],[1.0],[0.96],1.96,True
jMutRepair,Closure,63,0,[98],[98],[1.0],[1.0],2.0,True
jMutRepair,Closure,62,0,[98],[98],[1.0],[1.0],2.0,True
DynaMoth,Math,50,0,[188],[188],[0.094],[0.048],0.142,True
Cardumen,Chart,11,0,[274],[274],[1.0],[1.0],2.0,True
Cardumen,Math,70,0,[72],[72],[0.826],[1.0],1.826,True
GenProg,Closure,115,0,[731],[731],[0.938],[0.75],1.688,True
GenProg,Closure,126,0,[143],[143],[0.737],[0.545],1.282,True
TBar,Chart,11,0,[274],[274],[1.0],[1.0],2.0,True
TBar,Chart,19,0,"[698, 973]","[698, 976]","[0.579, 0.632]","[0.552, 0.586]",1.174,True
TBar,Chart,20,0,[95],[95],[1.0],[0.933],1.933,True
TBar,Chart,1,0,[1797],[1797],[1.0],[1.0],2.0,True
TBar,Chart,24,0,[126],[126],[1.0],[0.933],1.933,True
TBar,Chart,4,0,"[4493, 4503]","[4493, 4504]","[0.619, 0.6]","[0.647, 0.583]",1.224,True
TBar,Chart,9,0,[944],[944],[0.52],[0.72],1.24,True
TBar,Math,11,0,[183],[183],[0.824],[0.903],1.727,True
TBar,Math,5,0,[305],[305],[1.0],[0.75],1.75,True
TBar,Math,75,0,[303],[303],[1.0],[0.923],1.923,True
TBar,Math,65,0,[258],[258],[1.0],[1.0],2.0,True
TBar,Math,89,0,[110],[110],[0.522],[0.44],0.962,True
TBar,Math,70,0,[72],[72],[0.826],[1.0],1.826,True
TBar,Math,79,0,[1624],[1624],[1.0],[0.704],1.704,True
TBar,Math,57,0,[175],[175],[1.0],[0.946],1.946,True
TBar,Closure,63,0,[98],[98],[1.0],[1.0],2.0,True
TBar,Closure,73,0,[1045],[1045],[1.0],[0.6],1.6,True
TBar,Closure,62,0,[98],[98],[1.0],[1.0],2.0,True
TBar,Lang,59,0,[884],[884],[1.0],[0.919],1.919,True
TBar,Lang,47,0,[1186],[1186],[0.592],[0.707],1.299,True
TBar,Lang,7,0,[449],[449],[0.464],[0.759],1.223,True
TBar,Lang,10,0,[307],[307],[0.697],[0.615],1.312,True
TBar,Lang,33,0,[910],[910],[0.735],[0.769],1.504,True
TBar,Lang,57,0,[223],[223],[0.6],[0.867],1.467,True
ACS,Chart,19,0,"[698, 981]","[698, 981]","[0.462, 0.391]","[0.696, 0.588]",1.068,True
ACS,Chart,14,0,"[2166, 2448, 2293, 2529]","[2166, 2451, 2293, 2532]","[0.444, 0.444, 0.444, 0.444]","[0.5, 0.5, 0.5, 0.5]",0.944,True
ACS,Time,15,0,[138],[138],[0.414],[0.708],1.122,True
ACS,Math,61,0,"[17, 94]","[17, 94]","[0.667, 0.688]","[0.706, 0.778]",1.42,True
ACS,Math,5,0,[305],[305],[0.355],[0.538],0.893,True
ACS,Math,35,0,"[18, 51, 65]","[18, 52, 72]","[1.0, 0.273, 0.312]","[1.0, 0.552, 0.588]",1.242,True
ACS,Math,89,0,[110],[110],[0.394],[0.55],0.944,True
ACS,Math,90,0,[133],[133],[0.585],[0.804],1.389,True
ACS,Math,99,0,"[543, 714]","[543, 714]","[0.536, 0.579]","[0.611, 0.682]",1.204,True
ACS,Math,85,0,[198],[198],[0.514],[0.78],1.294,True
ACS,Math,25,0,[327],[327],[0.562],[0.632],1.194,True
ACS,Math,82,0,[82],[82],[0.706],[0.828],1.534,True
ACS,Math,3,0,[846],[846],[0.472],[0.879],1.351,True
ACS,Lang,24,0,[1412],[1412],[0.619],[0.76],1.379,True
ACS,Lang,7,0,[453],[453],[0.667],[0.787],1.454,True
kPAR,Chart,19,0,"[698, 973]","[698, 976]","[0.579, 0.632]","[0.552, 0.586]",1.174,True
kPAR,Chart,1,0,[1797],[1797],[1.0],[1.0],2.0,True
kPAR,Chart,4,0,"[4493, 4503]","[4493, 4504]","[0.619, 0.6]","[0.647, 0.583]",1.224,True
kPAR,Math,58,0,[121],[121],[0.667],[0.81],1.477,True
kPAR,Math,75,0,[303],[303],[1.0],[0.923],1.923,True
kPAR,Math,89,0,[110],[110],[0.522],[0.44],0.962,True
kPAR,Math,70,0,[72],[72],[0.826],[1.0],1.826,True
kPAR,Closure,40,0,[635],[635],[1.0],[0.953],1.953,True
kPAR,Closure,73,0,[1045],[1045],[1.0],[0.6],1.6,True
kPAR,Lang,7,0,[449],[449],[0.464],[0.759],1.223,True
Kali,Math,50,0,[187],[187],[0.0],[0.5],0.5,True
Kali,Closure,115,0,[730],[730],[0.471],[0.44],0.911,True
Kali,Closure,126,0,[141],[141],[0.65],[0.783],1.433,True
jKali,Math,50,0,[187],[187],[0.2],[0.0],0.2,True
jKali,Closure,126,0,[141],[141],[0.65],[0.783],1.433,True
jKali,Lang,10,0,[307],[307],[0.781],[0.88],1.661,True
SimFix,Chart,20,0,[95],[95],[0.963],[0.818],1.781,True
SimFix,Chart,1,0,[1797],[1797],[1.0],[1.0],2.0,True
SimFix,Chart,7,0,[300],[300],[1.0],[0.879],1.879,True
SimFix,Math,5,0,[305],[305],[1.0],[0.75],1.75,True
SimFix,Math,75,0,[303],[303],[1.0],[0.923],1.923,True
SimFix,Math,70,0,[72],[72],[0.826],[1.0],1.826,True
SimFix,Math,59,0,[3482],[3482],[1.0],[1.0],2.0,True
SimFix,Math,71,0,"[294, 305]","[294, 315]","[0.696, 0.6]","[0.684, 0.5]",1.24,True
SimFix,Math,53,0,[153],[153],[0.417],[0.515],0.932,True
SimFix,Math,79,0,[1624],[1624],[1.0],[0.704],1.704,True
SimFix,Math,41,0,[520],[520],[0.333],[0.824],1.157,True
SimFix,Math,57,0,[175],[175],[1.0],[0.946],1.946,True
SimFix,Closure,68,0,[1760],[1760],[0.529],[0.467],0.996,True
SimFix,Closure,115,0,[730],[730],[0.591],[0.6],1.191,True
SimFix,Closure,63,0,[98],[98],[1.0],[1.0],2.0,True
SimFix,Closure,73,0,[1045],[1045],[1.0],[0.6],1.6,True
SimFix,Closure,62,0,[98],[98],[1.0],[1.0],2.0,True
SimFix,Closure,6,0,[405],[405],[0.397],[0.462],0.859,True
SimFix,Lang,58,0,[454],[454],[0.419],[0.519],0.938,True
SimFix,Lang,33,0,[910],[910],[0.809],[0.875],1.684,True
SimFix,Lang,39,0,[3676],[3676],[0.688],[0.633],1.321,True
SimFix,Lang,43,0,[422],[422],[0.939],[0.781],1.72,True
AVATAR,Chart,11,0,[274],[274],[1.0],[1.0],2.0,True
AVATAR,Chart,19,0,"[698, 973]","[698, 976]","[0.579, 0.632]","[0.552, 0.586]",1.174,True
AVATAR,Chart,1,0,[1797],[1797],[1.0],[1.0],2.0,True
AVATAR,Chart,24,0,[126],[126],[1.0],[0.933],1.933,True
AVATAR,Chart,4,0,"[4493, 4503]","[4493, 4504]","[0.619, 0.6]","[0.647, 0.583]",1.224,True
AVATAR,Math,89,0,[110],[110],[0.522],[0.44],0.962,True
AVATAR,Math,59,0,[3482],[3482],[1.0],[1.0],2.0,True
AVATAR,Math,4,0,"[114, 118]","[114, 118]","[0.643, 0.583]","[0.538, 0.5]",1.132,True
AVATAR,Closure,115,0,[730],[730],[0.353],[0.348],0.701,True
AVATAR,Closure,46,0,[140],[140],[0.5],[0.414],0.914,True
AVATAR,Closure,63,0,[98],[98],[1.0],[1.0],2.0,True
AVATAR,Closure,73,0,[1045],[1045],[1.0],[0.6],1.6,True
AVATAR,Closure,62,0,[98],[98],[1.0],[1.0],2.0,True
AVATAR,Closure,38,0,[245],[245],[1.0],[0.905],1.905,True
AVATAR,Closure,2,0,"[1574, 1588]","[1574, 1589]","[0.758, 0.625]","[0.822, 0.6]",1.402,True
AVATAR,Lang,7,0,"[452, 721]","[452, 718]","[0.462, 0.476]","[0.622, 0.548]",1.054,True
AVATAR,Lang,10,0,[307],[307],[0.697],[0.615],1.312,True
AVATAR,Lang,57,0,[223],[223],[1.0],[0.867],1.867,True
AVATAR,Lang,6,0,[95],[95],[1.0],[0.889],1.889,True
RSRepair,Closure,115,0,[702],[702],[0.613],[0.486],1.099,True
RSRepair,Closure,126,0,[141],[141],[0.105],[0.0],0.105,True
Arja,Chart,13,0,[322],[322],[0.95],[0.871],1.821,False
Arja,Chart,5,0,[559],[559],[0.429],[0.444],0.873,False
Arja,Chart,15,0,"[694, 2050, 2613]","[694, 2050, 2613]","[1.0, 0.714, 0.9]","[1.0, 0.825, 0.92]",1.786,False
Arja,Chart,19,0,"[164, 660, 927, 973]","[164, 660, 927, 978]","[0.333, 0.762, 0.8, 0.857]","[0.176, 0.72, 0.8, 0.773]",1.305,False
Arja,Chart,14,0,"[2159, 2378, 2265, 2481]","[2159, 2377, 2265, 2481]","[0.381, 0.462, 0.571, 0.562]","[0.429, 0.556, 0.583, 0.611]",1.039,False
Arja,Chart,1,0,[1797],[1797],[0.425],[0.415],0.84,False
Arja,Chart,25,0,"[240, 273, 111, 172]","[240, 278, 111, 171]","[0.143, 0.778, 0.773, 0.818]","[0.147, 0.909, 0.741, 0.8]",1.277,False
Arja,Chart,7,0,[317],[317],[0.769],[0.875],1.644,False
Arja,Chart,3,0,"[583, 667]","[583, 658]","[0.471, 0.733]","[0.576, 0.727]",1.253,False
Arja,Math,28,0,[145],[145],[0.938],[0.833],1.771,False
Arja,Math,40,0,[264],[264],[0.5],[0.188],0.688,False
Arja,Math,50,0,"[186, 371]","[186, 371]","[0.25, 0.233]","[0.3, 0.5]",0.642,False
Arja,Math,35,0,"[51, 65]","[51, 67]","[0.222, 0.387]","[0.529, 0.512]",0.825,False
Arja,Math,84,0,[90],[90],[0.375],[0.667],1.042,False
Arja,Math,85,0,[199],[199],[0.0],[0.023],0.023,False
Arja,Math,74,0,"[253, 286]","[253, 287]","[0.13, 0.719]","[0.125, 0.717]",0.845,False
Arja,Math,56,0,[240],[240],[0.5],[0.688],1.188,False
Arja,Math,95,0,"[100, 148]","[100, 149]","[0.714, 0.8]","[0.65, 0.75]",1.457,False
Arja,Math,82,0,"[352, 63]","[352, 63]","[0.143, 0.843]","[0.3, 0.795]",1.04,False
Arja,Math,2,0,[137],[137],[0.36],[0.5],0.86,False
Arja,Math,80,0,"[1062, 1106, 1137]","[1062, 1106, 1137]","[0.444, 0.846, 0.255]","[0.464, 1.0, 0.226]",1.078,False
Arja,Math,81,0,"[1528, 1544]","[1528, 1542]","[0.692, 0.368]","[0.286, 0.417]",0.882,False
Arja,Closure,116,0,"[555, 197, 1459]","[555, 197, 1459]","[1.0, 0.462, 0.846]","[0.889, 0.492, 0.857]",1.515,False
Arja,Closure,75,0,"[1016, 1155, 349]","[1016, 1151, 349]","[0.733, 0.216, 0.583]","[0.529, 0.333, 0.667]",1.02,False
Arja,Closure,67,0,[87],[87],[0.611],[0.64],1.251,False
Arja,Closure,124,0,[177],[177],[0.8],[0.857],1.657,False
Arja,Closure,68,0,[887],[887],[0.316],[0.407],0.723,False
Arja,Closure,125,0,[203],[203],[0.588],[0.682],1.27,False
Arja,Closure,133,0,[1838],[1838],[0.714],[0.615],1.329,False
Arja,Closure,55,0,"[88, 117]","[88, 116]","[0.636, 0.643]","[0.615, 0.6]",1.247,False
Arja,Closure,114,0,[1599],[1599],[0.385],[0.429],0.814,False
Arja,Closure,112,0,"[1071, 1359]","[1071, 1319]","[0.467, 0.625]","[0.429, 0.771]",1.146,False
Arja,Closure,121,0,[85],[85],[0.641],[0.697],1.338,False
Arja,Closure,46,0,"[383, 86, 110, 175]","[383, 86, 110, 175]","[0.714, 0.65, 1.0, 0.156]","[0.471, 0.636, 0.939, 0.226]",1.198,False
Arja,Closure,59,0,[42],[42],[0.714],[0.692],1.406,False
Arja,Closure,129,0,[1546],[1546],[0.92],[0.905],1.825,False
Arja,Closure,1,0,"[1411, 396]","[1411, 396]","[0.423, 0.595]","[0.5, 0.575]",1.046,False
Arja,Closure,78,0,"[658, 763, 54]","[658, 763, 54]","[0.714, 0.6, 0.767]","[0.778, 0.462, 0.696]",1.339,False
Arja,Closure,22,0,"[103, 117]","[103, 111]","[0.2, 0.895]","[0.222, 0.947]",1.132,False
Arja,Closure,120,0,[84],[84],[0.535],[0.641],1.176,False
Arja,Closure,117,0,[751],[751],[0.619],[0.667],1.286,False
Arja,Closure,130,0,[179],[179],[0.711],[0.581],1.292,False
Arja,Closure,7,0,[336],[336],[1.0],[0.938],1.938,False
Arja,Closure,10,0,"[1462, 191]","[1462, 191]","[0.846, 0.769]","[0.857, 0.88]",1.676,False
Arja,Closure,119,0,"[157, 490]","[157, 490]","[0.882, 0.8]","[0.85, 0.762]",1.647,False
Arja,Closure,33,0,[261],[261],[0.846],[0.8],1.646,False
Arja,Closure,8,0,"[117, 210]","[117, 209]","[0.769, 0.278]","[0.583, 0.25]",0.94,False
Arja,Closure,45,0,[594],[594],[1.0],[0.778],1.778,False
Arja,Closure,21,0,[121],[121],[0.571],[0.656],1.227,False
Arja,Lang,20,0,"[3298, 3383]","[3298, 3383]","[0.362, 0.333]","[0.6, 0.5]",0.898,False
Arja,Lang,16,0,[545],[545],[0.364],[0.235],0.599,False
Arja,Lang,7,0,"[141, 277, 453]","[141, 277, 453]","[1.0, 0.667, 0.844]","[0.849, 0.702, 0.854]",1.639,False
jGenProg,Chart,13,0,"[151, 182, 252, 275, 337, 422]","[151, 162, 173, 185, 198, 209]","[0.5, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.571, 0.0, 0.0, 0.0, 0.0, 0.0]",0.178,False
jGenProg,Chart,5,0,[563],[563],[0.429],[0.632],1.061,False
jGenProg,Chart,25,0,[207],[207],[0.323],[0.432],0.755,False
jGenProg,Chart,7,0,[552],[552],[1.0],[0.846],1.846,False
jGenProg,Chart,3,0,[564],[564],[0.9],[0.632],1.532,False
jGenProg,Math,50,0,[188],[188],[0.094],[0.048],0.142,False
jGenProg,Math,84,0,[95],[95],[0.714],[0.5],1.214,False
jGenProg,Math,85,0,[199],[199],[0.0],[0.0],0.0,False
jGenProg,Math,60,0,[186],[186],[0.8],[0.7],1.5,False
jGenProg,Math,73,0,[134],[134],[0.667],[0.733],1.4,False
jGenProg,Math,95,0,[147],[147],[0.692],[0.889],1.581,False
jGenProg,Math,8,0,[190],[190],[0.882],[0.889],1.771,False
jGenProg,Math,81,0,[1543],[1543],[0.043],[0.0],0.043,False
jGenProg,Closure,22,0,[112],[112],[0.175],[0.176],0.351,False
jGenProg,Closure,21,0,[118],[118],[0.29],[0.231],0.521,False
jGenProg,Lang,27,0,[489],[489],[0.4],[0.739],1.139,False
jGenProg,Lang,39,0,[3675],[3675],[0.0],[0.0],0.0,False
Nopol,Chart,13,0,"[444, 452]","[444, 453]","[0.744, 0.844]","[0.679, 0.667]",1.467,False
Nopol,Chart,5,0,[563],[563],[0.833],[0.75],1.583,False
Nopol,Chart,25,0,"[207, 216]","[207, 217]","[0.742, 0.696]","[0.816, 0.739]",1.496,False
Nopol,Chart,17,0,[880],[880],[0.212],[0.558],0.77,False
Nopol,Chart,9,0,[883],[883],[0.212],[0.558],0.77,False
Nopol,Chart,21,0,[335],[335],[0.316],[0.516],0.832,False
Nopol,Time,14,0,[210],[210],[0.517],[0.577],1.094,False
Nopol,Math,58,0,[593],[593],[0.441],[0.4],0.841,False
Nopol,Math,18,0,[514],[514],[0.471],[0.45],0.921,False
Nopol,Math,20,0,[704],[704],[0.2],[0.318],0.518,False
Nopol,Math,87,0,[161],[161],[0.432],[0.545],0.977,False
Nopol,Math,78,0,[282],[282],[0.0],[0.0],0.0,False
Nopol,Math,69,0,"[189, 197]","[189, 198]","[0.623, 0.846]","[0.736, 0.909]",1.557,False
Nopol,Math,105,0,[107],[107],[0.24],[0.45],0.69,False
Nopol,Math,7,0,[351],[351],[0.343],[0.548],0.891,False
Nopol,Math,73,0,[225],[225],[0.288],[0.655],0.943,False
Nopol,Math,49,0,[666],[666],[0.321],[0.372],0.693,False
Nopol,Math,33,0,[339],[339],[0.625],[0.673],1.298,False
Nopol,Math,41,0,[217],[217],[0.692],[0.727],1.419,False
Nopol,Math,82,0,[63],[63],[0.731],[0.755],1.486,False
Nopol,Math,2,0,[137],[137],[0.607],[0.526],1.133,False
Nopol,Math,42,0,[347],[347],[0.583],[0.659],1.242,False
Nopol,Math,4,0,[200],[200],[0.179],[0.333],0.512,False
Nopol,Math,80,0,[1137],[1137],[0.719],[0.658],1.377,False
Nopol,Math,81,0,[1480],[1480],[0.158],[0.31],0.468,False
Nopol,Lang,44,0,"[193, 204]","[193, 205]","[0.184, 0.833]","[0.448, 0.905]",1.185,False
Nopol,Lang,51,0,[672],[672],[0.806],[0.789],1.595,False
Nopol,Lang,58,0,[464],[464],[0.375],[0.615],0.99,False
Nopol,Lang,55,0,[118],[118],[0.513],[0.683],1.196,False
Nopol,Lang,53,0,[664],[664],[0.438],[0.56],0.998,False
FixMiner,Chart,13,0,[444],[444],[0.717],[0.742],1.459,False
FixMiner,Chart,15,0,[280],[280],[0.7],[0.647],1.347,False
FixMiner,Chart,14,0,[2293],[2293],[0.444],[0.5],0.944,False
FixMiner,Chart,25,0,[109],[109],[0.639],[0.854],1.493,False
FixMiner,Chart,26,0,[2538],[2538],[0.636],[0.765],1.401,False
FixMiner,Chart,7,0,[288],[288],[1.0],[0.909],1.909,False
FixMiner,Chart,17,0,[879],[879],[0.4],[0.793],1.193,False
FixMiner,Chart,3,0,[885],[885],[0.5],[0.765],1.265,False
FixMiner,Time,11,0,[78],[78],[0.538],[0.75],1.288,False
FixMiner,Math,50,0,[188],[188],[1.0],[0.9],1.9,False
FixMiner,Math,84,0,[90],[90],[1.0],[0.895],1.895,False
FixMiner,Math,20,0,[240],[240],[0.6],[0.6],1.2,False
FixMiner,Math,85,0,[199],[199],[0.0],[0.022],0.022,False
FixMiner,Math,63,0,[417],[417],[0.357],[0.533],0.89,False
FixMiner,Math,80,0,[840],[840],[1.0],[0.2],1.2,False
FixMiner,Math,81,0,[1537],[1537],[1.0],[0.905],1.905,False
FixMiner,Closure,19,0,[175],[175],[0.364],[0.154],0.518,False
FixMiner,Closure,129,0,[1546],[1546],[0.767],[0.913],1.68,False
FixMiner,Lang,63,0,[438],[438],[1.0],[0.929],1.929,False
FixMiner,Lang,57,0,[223],[223],[0.625],[0.609],1.234,False
jMutRepair,Chart,25,0,[110],[110],[1.0],[1.0],2.0,False
jMutRepair,Chart,26,0,[2538],[2538],[0.7],[0.8],1.5,False
jMutRepair,Chart,7,0,[285],[285],[1.0],[0.889],1.889,False
jMutRepair,Math,52,0,[344],[344],[1.0],[0.88],1.88,False
jMutRepair,Math,28,0,[143],[143],[1.0],[1.0],2.0,False
jMutRepair,Math,50,0,[187],[187],[1.0],[0.5],1.5,False
jMutRepair,Math,88,0,[83],[83],[1.0],[1.0],2.0,False
jMutRepair,Math,84,0,[90],[90],[1.0],[0.941],1.941,False
jMutRepair,Math,2,0,[137],[137],[1.0],[1.0],2.0,False
jMutRepair,Math,57,0,[85],[85],[0.8],[0.941],1.741,False
jMutRepair,Math,80,0,[1133],[1133],[0.306],[0.846],1.152,False
jMutRepair,Math,81,0,[1537],[1537],[0.628],[0.826],1.454,False
jMutRepair,Closure,22,0,[114],[114],[1.0],[1.0],2.0,False
jMutRepair,Closure,126,0,[141],[141],[0.773],[1.0],1.773,False
jMutRepair,Closure,21,0,[120],[120],[1.0],[1.0],2.0,False
jMutRepair,Lang,27,0,[488],[488],[1.0],[1.0],2.0,False
jMutRepair,Lang,22,0,[584],[584],[1.0],[1.0],2.0,False
DynaMoth,Chart,13,0,"[444, 452]","[444, 453]","[0.78, 0.844]","[0.704, 0.667]",1.498,False
DynaMoth,Chart,5,0,[563],[563],[0.882],[0.789],1.671,False
DynaMoth,Chart,15,0,[1219],[1219],[0.778],[0.75],1.528,False
DynaMoth,Chart,18,0,[350],[350],[0.786],[0.857],1.643,False
DynaMoth,Chart,1,0,[1797],[1797],[0.913],[0.875],1.788,False
DynaMoth,Chart,25,0,"[207, 216]","[207, 217]","[0.793, 0.696]","[0.775, 0.739]",1.502,False
DynaMoth,Time,11,0,"[309, 316]","[309, 317]","[0.292, 0.895]","[0.471, 1.0]",1.329,False
DynaMoth,Math,58,0,[605],[605],[0.483],[0.429],0.912,False
DynaMoth,Math,20,0,[787],[787],[0.781],[0.755],1.536,False
DynaMoth,Math,71,0,[150],[150],[0.905],[0.914],1.819,False
DynaMoth,Math,85,0,"[199, 206]","[199, 207]","[0.375, 1.0]","[0.767, 1.0]",1.571,False
DynaMoth,Math,32,0,[136],[136],[0.719],[0.792],1.511,False
DynaMoth,Math,105,0,[107],[107],[0.429],[0.6],1.029,False
DynaMoth,Math,49,0,[666],[666],[0.548],[0.615],1.163,False
DynaMoth,Math,41,0,"[318, 328]","[318, 329]","[0.64, 0.882]","[0.765, 1.0]",1.644,False
DynaMoth,Math,82,0,[63],[63],[0.961],[0.9],1.861,False
DynaMoth,Math,8,0,[189],[189],[0.961],[0.929],1.89,False
DynaMoth,Math,80,0,"[1136, 1144]","[1136, 1145]","[0.958, 0.714]","[0.893, 0.625]",1.595,False
